fid,samp,mass,vv,tlh,tdh,trh,path,t2,tmax,gear,replicate,mod,hi,NJ,may,jun,july,aug,year,time
3971,727,0.1,0,0,0,0,0,1,0,0,3,1,0,1,1,0,0,0,1,16
3972,727,0.01,0,0,0,0,0,1,0,0,3,1,0,1,1,0,0,0,1,16
3973,727,0.001,0,0,0,0,0,1,0,0,3,1,0,1,1,0,0,0,1,16
3974,727,0.0001,0,0,0,0,0,1,0,0,3,1,0,1,1,0,0,0,1,16
3975,727,0.00001,0,0,0,0,0,1,0,0,3,1,0,1,1,0,0,0,1,16
3976,728,0.1,0,1,0,1,1,1,0,0,2,1,0,1,1,0,0,0,1,16
3977,728,0.01,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,16
3978,728,0.001,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,16
3979,728,0.0001,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,16
3980,728,0.00001,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,16
3981,729,0.1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,16
3982,729,0.01,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,16
3983,729,0.001,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,16
3984,729,0.0001,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,16
3985,729,0.00001,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,16
3986,730,0.1,0,0,0,0,0,1,0,1,2,1,0,1,1,0,0,0,1,16
3987,730,0.01,0,0,0,0,0,1,0,1,2,1,0,1,1,0,0,0,1,16
3988,730,0.001,1,0,0,0,0,1,0,1,2,1,0,1,1,0,0,0,1,16
3989,730,0.0001,0,0,0,0,0,1,0,1,2,1,0,1,1,0,0,0,1,16
3990,730,0.00001,0,1,1,0,1,1,0,1,2,1,0,1,1,0,0,0,1,16
3991,731,0.1,0,0,0,0,0,1,0,1,3,1,0,1,1,0,0,0,1,16
3992,731,0.01,0,0,0,0,0,1,0,1,3,1,0,1,1,0,0,0,1,16
3993,731,0.001,0,0,0,0,0,1,0,1,3,1,0,1,1,0,0,0,1,16
3994,731,0.0001,0,0,0,0,0,1,0,1,3,1,0,1,1,0,0,0,1,16
3995,731,0.00001,1,0,0,0,0,1,0,1,3,1,0,1,1,0,0,0,1,16
3996,732,0.1,0,0,0,0,0,1,0,1,2,1,0,1,1,0,0,0,1,16
3997,732,0.01,0,0,0,0,0,1,0,1,2,1,0,1,1,0,0,0,1,16
3998,732,0.001,0,0,0,0,0,1,0,1,2,1,0,1,1,0,0,0,1,16
3999,732,0.0001,0,0,0,0,0,1,0,1,2,1,0,1,1,0,0,0,1,16
4000,732,0.00001,0,0,0,0,0,1,0,1,2,1,0,1,1,0,0,0,1,16
4001,733,0.1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,16
4002,733,0.01,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,16
4003,733,0.001,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,16
4004,733,0.0001,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,16
4005,733,0.00001,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,16
4006,734,0.1,0,0,0,0,0,1,1,0,2,1,0,1,1,0,0,0,1,16
4007,734,0.01,0,0,0,0,0,1,1,0,2,1,0,1,1,0,0,0,1,16
4008,734,0.001,0,0,0,0,0,1,1,0,2,1,0,1,1,0,0,0,1,16
4009,734,0.0001,0,0,0,0,0,1,1,0,2,1,0,1,1,0,0,0,1,16
4010,734,0.00001,0,0,0,0,0,1,1,0,2,1,0,1,1,0,0,0,1,16
4011,735,0.1,0,0,0,0,0,1,1,0,3,1,0,1,1,0,0,0,1,16
4012,735,0.01,0,0,0,0,0,1,1,0,3,1,0,1,1,0,0,0,1,16
4013,735,0.001,0,0,0,0,0,1,1,0,3,1,0,1,1,0,0,0,1,16
4014,735,0.0001,0,0,0,0,0,1,1,0,3,1,0,1,1,0,0,0,1,16
4015,735,0.00001,0,0,0,0,0,1,1,0,3,1,0,1,1,0,0,0,1,16
4016,736,0.1,0,0,0,0,0,1,1,0,2,1,0,1,1,0,0,0,1,16
4017,736,0.01,0,0,0,0,0,1,1,0,2,1,0,1,1,0,0,0,1,16
4018,736,0.001,0,0,0,0,0,1,1,0,2,1,0,1,1,0,0,0,1,16
4019,736,0.0001,0,0,0,0,0,1,1,0,2,1,0,1,1,0,0,0,1,16
4020,736,0.00001,0,0,0,0,0,1,1,0,2,1,0,1,1,0,0,0,1,16
4021,737,0.1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,16
4022,737,0.01,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,16
4023,737,0.001,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,16
4024,737,0.0001,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,16
4025,737,0.00001,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,16
4026,738,0.1,0,0,0,0,0,1,1,1,2,1,0,1,1,0,0,0,1,16
4027,738,0.01,0,0,0,0,0,1,1,1,2,1,0,1,1,0,0,0,1,16
4028,738,0.001,0,0,0,0,0,1,1,1,2,1,0,1,1,0,0,0,1,16
4029,738,0.0001,0,0,0,0,0,1,1,1,2,1,0,1,1,0,0,0,1,16
4030,738,0.00001,0,0,0,0,0,1,1,1,2,1,0,1,1,0,0,0,1,16
4031,739,0.1,0,0,0,0,0,1,1,1,3,1,0,1,1,0,0,0,1,16
4032,739,0.01,0,0,0,0,0,1,1,1,3,1,0,1,1,0,0,0,1,16
4033,739,0.001,0,0,0,0,0,1,1,1,3,1,0,1,1,0,0,0,1,16
4034,739,0.0001,0,0,0,0,0,1,1,1,3,1,0,1,1,0,0,0,1,16
4035,739,0.00001,0,0,0,0,0,1,1,1,3,1,0,1,1,0,0,0,1,16
4036,740,0.1,0,0,0,0,0,1,1,1,2,1,0,1,1,0,0,0,1,16
4037,740,0.01,0,0,0,0,0,1,1,1,2,1,0,1,1,0,0,0,1,16
4038,740,0.001,0,0,0,0,0,1,1,1,2,1,0,1,1,0,0,0,1,16
4039,740,0.0001,0,0,0,0,0,1,1,1,2,1,0,1,1,0,0,0,1,16
4040,740,0.00001,0,0,0,0,0,1,1,1,2,1,0,1,1,0,0,0,1,16
4041,741,0.1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,16
4042,741,0.01,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,16
4043,741,0.001,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,16
4044,741,0.0001,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,16
4045,741,0.00001,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,16
4046,742,0.1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,16
4047,742,0.01,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,16
4048,742,0.001,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,16
4049,742,0.0001,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,16
4050,742,0.00001,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,16
4051,743,0.1,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,1,16
4052,743,0.01,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,1,16
4053,743,0.001,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,1,16
4054,743,0.0001,1,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,1,16
4055,743,0.00001,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,1,16
4056,744,0.1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,16
4057,744,0.01,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,16
4058,744,0.001,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,16
4059,744,0.0001,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,16
4060,744,0.00001,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,16
4061,745,0.1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,16
4062,745,0.01,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,16
4063,745,0.001,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,16
4064,745,0.0001,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,16
4065,745,0.00001,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,16
4066,746,0.1,0,1,0,1,1,0,0,1,2,1,0,1,1,0,0,0,1,16
4067,746,0.01,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,1,16
4068,746,0.001,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,1,16
4069,746,0.0001,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,1,16
4070,746,0.00001,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,1,16
4071,747,0.1,0,0,0,0,0,0,0,1,3,1,0,1,1,0,0,0,1,16
4072,747,0.01,0,0,0,0,0,0,0,1,3,1,0,1,1,0,0,0,1,16
4073,747,0.001,0,0,0,0,0,0,0,1,3,1,0,1,1,0,0,0,1,16
4074,747,0.0001,0,0,0,0,0,0,0,1,3,1,0,1,1,0,0,0,1,16
4075,747,0.00001,0,0,0,0,0,0,0,1,3,1,0,1,1,0,0,0,1,16
4076,748,0.1,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,1,16
4077,748,0.01,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,1,16
4078,748,0.001,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,1,16
4079,748,0.0001,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,1,16
4080,748,0.00001,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,1,16
4081,749,0.1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,16
4082,749,0.01,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,16
4083,749,0.001,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,16
4084,749,0.0001,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,16
4085,749,0.00001,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,16
4086,750,0.1,0,1,0,1,1,1,0,0,2,1,0,1,1,0,0,0,1,16
4087,750,0.01,0,1,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,16
4088,750,0.001,0,1,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,16
4089,750,0.0001,0,1,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,16
4090,750,0.00001,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,16
4091,751,0.1,0,0,0,0,0,1,0,0,3,1,0,1,1,0,0,0,1,16
4092,751,0.01,0,0,0,0,0,1,0,0,3,1,0,1,1,0,0,0,1,16
4093,751,0.001,0,1,0,0,0,1,0,0,3,1,0,1,1,0,0,0,1,16
4094,751,0.0001,0,0,0,0,0,1,0,0,3,1,0,1,1,0,0,0,1,16
4095,751,0.00001,0,0,0,0,0,1,0,0,3,1,0,1,1,0,0,0,1,16
4096,752,0.1,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,16
4097,752,0.01,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,16
4098,752,0.001,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,16
4099,752,0.0001,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,16
4100,752,0.00001,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,16
4101,753,0.1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,16
4102,753,0.01,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,16
4103,753,0.001,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,16
4104,753,0.0001,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,16
4105,753,0.00001,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,16
4106,754,0.1,0,0,0,0,0,1,0,1,2,1,0,1,1,0,0,0,1,16
4107,754,0.01,0,0,0,0,0,1,0,1,2,1,0,1,1,0,0,0,1,16
4108,754,0.001,0,0,0,0,0,1,0,1,2,1,0,1,1,0,0,0,1,16
4109,754,0.0001,0,0,0,0,0,1,0,1,2,1,0,1,1,0,0,0,1,16
4110,754,0.00001,0,0,0,0,0,1,0,1,2,1,0,1,1,0,0,0,1,16
4111,755,0.1,0,0,0,0,0,1,0,1,3,1,0,1,1,0,0,0,1,16
4112,755,0.01,0,0,0,0,0,1,0,1,3,1,0,1,1,0,0,0,1,16
4113,755,0.001,0,0,0,0,0,1,0,1,3,1,0,1,1,0,0,0,1,16
4114,755,0.0001,0,0,0,0,0,1,0,1,3,1,0,1,1,0,0,0,1,16
4115,755,0.00001,0,0,0,0,0,1,0,1,3,1,0,1,1,0,0,0,1,16
4116,756,0.1,0,0,0,0,0,1,0,1,2,1,0,1,1,0,0,0,1,16
4117,756,0.01,0,0,0,0,0,1,0,1,2,1,0,1,1,0,0,0,1,16
4118,756,0.001,0,0,0,0,0,1,0,1,2,1,0,1,1,0,0,0,1,16
4119,756,0.0001,0,0,0,0,0,1,0,1,2,1,0,1,1,0,0,0,1,16
4120,756,0.00001,0,0,0,0,0,1,0,1,2,1,0,1,1,0,0,0,1,16
4121,757,0.1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,16
4122,757,0.01,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,16
4123,757,0.001,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,16
4124,757,0.0001,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,16
4125,757,0.00001,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,16
4126,758,0.1,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,1,16
4127,758,0.01,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,1,16
4128,758,0.001,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,1,16
4129,758,0.0001,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,1,16
4130,758,0.00001,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,1,16
4131,759,0.1,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,1,16
4132,759,0.01,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,1,16
4133,759,0.001,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,1,16
4134,759,0.0001,1,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,1,16
4135,759,0.00001,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,1,16
4136,760,0.1,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,1,16
4137,760,0.01,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,1,16
4138,760,0.001,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,1,16
4139,760,0.0001,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,1,16
4140,760,0.00001,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,1,16
4141,761,0.1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,16
4142,761,0.01,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,16
4143,761,0.001,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,16
4144,761,0.0001,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,16
4145,761,0.00001,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,16
4146,762,0.1,0,1,0,1,1,0,0,1,2,0,1,1,1,0,0,0,1,16
4147,762,0.01,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,1,16
4148,762,0.001,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,1,16
4149,762,0.0001,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,1,16
4150,762,0.00001,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,1,16
4151,763,0.1,0,0,0,0,0,0,0,1,3,0,1,1,1,0,0,0,1,16
4152,763,0.01,0,0,0,0,0,0,0,1,3,0,1,1,1,0,0,0,1,16
4153,763,0.001,0,0,0,0,0,0,0,1,3,0,1,1,1,0,0,0,1,16
4154,763,0.0001,0,0,0,0,0,0,0,1,3,0,1,1,1,0,0,0,1,16
4155,763,0.00001,0,0,0,0,0,0,0,1,3,0,1,1,1,0,0,0,1,16
4156,764,0.1,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,1,16
4157,764,0.01,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,1,16
4158,764,0.001,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,1,16
4159,764,0.0001,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,1,16
4160,764,0.00001,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,1,16
4161,765,0.1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,16
4162,765,0.01,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,16
4163,765,0.001,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,16
4164,765,0.0001,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,16
4165,765,0.00001,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,16
4166,766,0.1,0,1,0,1,1,1,0,0,2,0,1,1,1,0,0,0,1,16
4167,766,0.01,0,1,0,0,0,1,0,0,2,0,1,1,1,0,0,0,1,16
4168,766,0.001,0,1,0,0,0,1,0,0,2,0,1,1,1,0,0,0,1,16
4169,766,0.0001,0,1,0,0,0,1,0,0,2,0,1,1,1,0,0,0,1,16
4170,766,0.00001,0,0,0,0,0,1,0,0,2,0,1,1,1,0,0,0,1,16
4171,767,0.1,0,0,0,0,0,1,0,0,3,0,1,1,1,0,0,0,1,16
4172,767,0.01,0,0,0,0,0,1,0,0,3,0,1,1,1,0,0,0,1,16
4173,767,0.001,0,1,0,0,0,1,0,0,3,0,1,1,1,0,0,0,1,16
4174,767,0.0001,0,0,0,0,0,1,0,0,3,0,1,1,1,0,0,0,1,16
4175,767,0.00001,0,0,0,0,0,1,0,0,3,0,1,1,1,0,0,0,1,16
4176,768,0.1,0,0,0,0,0,1,0,0,2,0,1,1,1,0,0,0,1,16
4177,768,0.01,0,0,0,0,0,1,0,0,2,0,1,1,1,0,0,0,1,16
4178,768,0.001,0,0,0,0,0,1,0,0,2,0,1,1,1,0,0,0,1,16
4179,768,0.0001,0,0,0,0,0,1,0,0,2,0,1,1,1,0,0,0,1,16
4180,768,0.00001,0,0,0,0,0,1,0,0,2,0,1,1,1,0,0,0,1,16
4181,769,0.1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,16
4182,769,0.01,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,16
4183,769,0.001,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,16
4184,769,0.0001,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,16
4185,769,0.00001,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,16
4186,770,0.1,0,0,0,0,0,1,0,1,2,0,1,1,1,0,0,0,1,16
4187,770,0.01,0,0,0,0,0,1,0,1,2,0,1,1,1,0,0,0,1,16
4188,770,0.001,0,0,0,0,0,1,0,1,2,0,1,1,1,0,0,0,1,16
4189,770,0.0001,0,0,0,0,0,1,0,1,2,0,1,1,1,0,0,0,1,16
4190,770,0.00001,0,0,0,0,0,1,0,1,2,0,1,1,1,0,0,0,1,16
4191,771,0.1,0,0,0,0,0,1,0,1,3,0,1,1,1,0,0,0,1,16
4192,771,0.01,0,0,0,0,0,1,0,1,3,0,1,1,1,0,0,0,1,16
4193,771,0.001,0,0,0,0,0,1,0,1,3,0,1,1,1,0,0,0,1,16
4194,771,0.0001,0,0,0,0,0,1,0,1,3,0,1,1,1,0,0,0,1,16
4195,771,0.00001,0,0,0,0,0,1,0,1,3,0,1,1,1,0,0,0,1,16
4196,772,0.1,0,0,0,0,0,1,0,1,2,0,1,1,1,0,0,0,1,16
4197,772,0.01,0,0,0,0,0,1,0,1,2,0,1,1,1,0,0,0,1,16
4198,772,0.001,0,0,0,0,0,1,0,1,2,0,1,1,1,0,0,0,1,16
4199,772,0.0001,0,0,0,0,0,1,0,1,2,0,1,1,1,0,0,0,1,16
4200,772,0.00001,0,0,0,0,0,1,0,1,2,0,1,1,1,0,0,0,1,16
4201,773,0.1,3,3,3,3,3,0,0,0,1,0,0,1,0,1,0,0,1,17
4202,773,0.01,3,3,3,3,3,0,0,0,1,0,0,1,0,1,0,0,1,17
4203,773,0.001,3,3,3,3,3,0,0,0,1,0,0,1,0,1,0,0,1,17
4204,773,0.0001,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,17
4205,773,0.00001,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,17
4206,774,0.1,3,3,3,3,3,0,0,0,2,0,0,1,0,1,0,0,1,17
4207,774,0.01,3,3,3,2,3,0,0,0,2,0,0,1,0,1,0,0,1,17
4208,774,0.001,3,3,1,1,1,0,0,0,2,0,0,1,0,1,0,0,1,17
4209,774,0.0001,3,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,17
4210,774,0.00001,3,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,17
4211,775,0.1,3,3,3,3,3,0,0,0,3,0,0,1,0,1,0,0,1,17
4212,775,0.01,3,3,3,3,3,0,0,0,3,0,0,1,0,1,0,0,1,17
4213,775,0.001,3,3,1,1,1,0,0,0,3,0,0,1,0,1,0,0,1,17
4214,775,0.0001,3,3,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,17
4215,775,0.00001,3,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,17
4216,776,0.1,3,3,3,3,3,0,0,0,2,0,0,1,0,1,0,0,1,17
4217,776,0.01,3,3,3,3,3,0,0,0,2,0,0,1,0,1,0,0,1,17
4218,776,0.001,3,3,2,2,2,0,0,0,2,0,0,1,0,1,0,0,1,17
4219,776,0.0001,3,3,1,1,1,0,0,0,2,0,0,1,0,1,0,0,1,17
4220,776,0.00001,3,1,1,0,1,0,0,0,2,0,0,1,0,1,0,0,1,17
4221,777,0.1,3,3,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,17
4222,777,0.01,3,3,3,1,3,0,0,1,1,0,0,1,0,1,0,0,1,17
4223,777,0.001,3,3,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,17
4224,777,0.0001,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,17
4225,777,0.00001,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,17
4226,778,0.1,3,3,0,1,1,0,0,1,2,0,0,1,0,1,0,0,1,17
4227,778,0.01,3,3,2,1,2,0,0,1,2,0,0,1,0,1,0,0,1,17
4228,778,0.001,3,3,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,17
4229,778,0.0001,3,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,17
4230,778,0.00001,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,17
4231,779,0.1,3,3,1,1,1,0,0,1,3,0,0,1,0,1,0,0,1,17
4232,779,0.01,3,3,1,1,1,0,0,1,3,0,0,1,0,1,0,0,1,17
4233,779,0.001,3,1,0,0,0,0,0,1,3,0,0,1,0,1,0,0,1,17
4234,779,0.0001,1,2,0,0,0,0,0,1,3,0,0,1,0,1,0,0,1,17
4235,779,0.00001,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,1,17
4236,780,0.1,3,3,3,3,3,0,0,1,2,0,0,1,0,1,0,0,1,17
4237,780,0.01,3,3,3,3,3,0,0,1,2,0,0,1,0,1,0,0,1,17
4238,780,0.001,3,3,2,1,2,0,0,1,2,0,0,1,0,1,0,0,1,17
4239,780,0.0001,3,2,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,17
4240,780,0.00001,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,17
4241,781,0.1,3,3,3,3,3,1,0,0,1,0,0,1,0,1,0,0,1,17
4242,781,0.01,3,3,3,3,3,1,0,0,1,0,0,1,0,1,0,0,1,17
4243,781,0.001,3,3,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,17
4244,781,0.0001,3,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,17
4245,781,0.00001,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,17
4246,782,0.1,3,3,3,3,3,1,0,0,2,0,0,1,0,1,0,0,1,17
4247,782,0.01,3,3,0,0,0,1,0,0,2,0,0,1,0,1,0,0,1,17
4248,782,0.001,3,3,0,0,0,1,0,0,2,0,0,1,0,1,0,0,1,17
4249,782,0.0001,3,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,1,17
4250,782,0.00001,3,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,1,17
4251,783,0.1,3,3,3,3,3,1,0,0,3,0,0,1,0,1,0,0,1,17
4252,783,0.01,3,3,3,3,3,1,0,0,3,0,0,1,0,1,0,0,1,17
4253,783,0.001,3,3,0,0,0,1,0,0,3,0,0,1,0,1,0,0,1,17
4254,783,0.0001,3,2,0,0,0,1,0,0,3,0,0,1,0,1,0,0,1,17
4255,783,0.00001,3,3,0,0,0,1,0,0,3,0,0,1,0,1,0,0,1,17
4256,784,0.1,3,3,3,3,3,1,0,0,2,0,0,1,0,1,0,0,1,17
4257,784,0.01,3,3,3,3,3,1,0,0,2,0,0,1,0,1,0,0,1,17
4258,784,0.001,3,3,2,2,2,1,0,0,2,0,0,1,0,1,0,0,1,17
4259,784,0.0001,2,1,0,0,0,1,0,0,2,0,0,1,0,1,0,0,1,17
4260,784,0.00001,0,1,0,0,0,1,0,0,2,0,0,1,0,1,0,0,1,17
4261,785,0.1,3,3,2,3,3,1,0,1,1,0,0,1,0,1,0,0,1,17
4262,785,0.01,3,2,2,2,2,1,0,1,1,0,0,1,0,1,0,0,1,17
4263,785,0.001,3,2,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,17
4264,785,0.0001,3,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,17
4265,785,0.00001,3,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,17
4266,786,0.1,3,3,2,2,2,1,0,1,2,0,0,1,0,1,0,0,1,17
4267,786,0.01,3,3,3,3,3,1,0,1,2,0,0,1,0,1,0,0,1,17
4268,786,0.001,3,3,1,1,1,1,0,1,2,0,0,1,0,1,0,0,1,17
4269,786,0.0001,3,3,0,0,0,1,0,1,2,0,0,1,0,1,0,0,1,17
4270,786,0.00001,2,3,0,0,0,1,0,1,2,0,0,1,0,1,0,0,1,17
4271,787,0.1,3,3,3,3,3,1,0,1,3,0,0,1,0,1,0,0,1,17
4272,787,0.01,3,3,3,3,3,1,0,1,3,0,0,1,0,1,0,0,1,17
4273,787,0.001,3,3,0,0,0,1,0,1,3,0,0,1,0,1,0,0,1,17
4274,787,0.0001,3,2,0,0,0,1,0,1,3,0,0,1,0,1,0,0,1,17
4275,787,0.00001,3,1,0,0,0,1,0,1,3,0,0,1,0,1,0,0,1,17
4276,788,0.1,3,3,3,3,3,1,0,1,2,0,0,1,0,1,0,0,1,17
4277,788,0.01,3,3,3,3,3,1,0,1,2,0,0,1,0,1,0,0,1,17
